stream_semester_group,stream,section,semester,dedicated_room,room_type,room_capacity,course_code,course_name,course_hours_per_week,course_department,is_lab,faculty_name,faculty_department
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-404L,Theory Lab,2,AIML,True,Dr. Aditya Yadav,AIML
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-4010,Principles,4,AIML,False,Dr. Fatima Khan,AIML
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-4010L,Principles Lab,2,AIML,True,Prof. Aditya Verma,AIML
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-402,Dynamics,4,AIML,False,Dr. Pari Singh,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-5011,Design,3,AIML,False,Prof. Diya Reddy,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-5011L,Design Lab,2,AIML,True,Dr. Diya Yadav,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-502,Principles,3,AIML,False,Prof. Krishna Khan,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-502L,Principles Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-5010,Fundamentals,3,AIML,False,Prof. Diya Reddy,AIML
AIML-B_V,AIML,B,V,CR-033,theory,77,AI-5010L,Fundamentals Lab,2,AIML,True,Dr. Pari Khan,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-602,Theory,4,AIML,False,Prof. Aditya Verma,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-602L,Theory Lab,2,AIML,True,Dr. Diya Yadav,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-609,Dynamics,4,AIML,False,Dr. Diya Pandey,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-604,Structures,3,AIML,False,Dr. Fatima Khan,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-603,Engineering,4,AIML,False,Dr. Diya Sharma,AIML
AIML-B_VI,AIML,B,VI,CR-033,theory,77,AI-603L,Engineering Lab,2,AIML,True,Dr. Fatima Khan,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-7011,Applications,3,AIML,False,Prof. Arjun Patel,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-7011L,Applications Lab,2,AIML,True,Dr. Pari Singh,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-707,Engineering,3,AIML,False,Prof. Arjun Patel,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-707L,Engineering Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-7010,Applications,4,AIML,False,Prof. Fatima Gupta,AIML
AIML-B_VII,AIML,B,VII,CR-033,theory,77,AI-7010L,Applications Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-805,Programming,3,AIML,False,Prof. Aditya Verma,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-802,Programming,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-802L,Programming Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-806,Applications,3,AIML,False,Dr. Diya Sharma,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-806L,Applications Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-B_VIII,AIML,B,VIII,CR-033,theory,77,AI-801,Fundamentals,3,AIML,False,Prof. Fatima Gupta,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-104,Principles,3,AIML,False,Prof. Fatima Gupta,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-104L,Principles Lab,2,AIML,True,Prof. Arjun Patel,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-105,Engineering,3,AIML,False,Dr. Diya Pandey,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-105L,Engineering Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-102,Principles,4,AIML,False,Dr. Diya Sharma,AIML
AIML-C_I,AIML,C,I,CR-135,theory,64,AI-102L,Principles Lab,2,AIML,True,Dr. Diya Yadav,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-2012,Principles,3,AIML,False,Dr. Aditya Yadav,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-2012L,Principles Lab,2,AIML,True,Prof. Arjun Patel,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-2010,Structures,3,AIML,False,Dr. Diya Sharma,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-2010L,Structures Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-206,Design,3,AIML,False,Dr. Fatima Khan,AIML
AIML-C_II,AIML,C,II,CR-135,theory,64,AI-208,Design,3,AIML,False,Prof. Krishna Khan,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-3011,Engineering,4,AIML,False,Prof. Arjun Patel,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-308,Theory,4,AIML,False,Prof. Saanvi Kumar,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-308L,Theory Lab,2,AIML,True,Dr. Fatima Khan,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-309,Fundamentals,3,AIML,False,Prof. Ayaan Patel,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-309L,Fundamentals Lab,2,AIML,True,Prof. Arjun Patel,AIML
AIML-C_III,AIML,C,III,CR-135,theory,64,AI-307,Engineering,3,AIML,False,Dr. Pari Singh,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-409,Engineering,4,AIML,False,Dr. Diya Yadav,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-4012,Principles,3,AIML,False,Dr. Pari Khan,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-404,Theory,3,AIML,False,Prof. Aditya Verma,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-404L,Theory Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-408,Dynamics,4,AIML,False,Prof. Fatima Gupta,AIML
AIML-C_IV,AIML,C,IV,CR-135,theory,64,AI-408L,Dynamics Lab,2,AIML,True,Dr. Pari Khan,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-503,Fundamentals,4,AIML,False,Prof. Saanvi Kumar,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-5011,Design,3,AIML,False,Prof. Ayaan Patel,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-5011L,Design Lab,2,AIML,True,Prof. Aditya Verma,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-506,Structures,3,AIML,False,Dr. Diya Pandey,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-506L,Structures Lab,2,AIML,True,Dr. Diya Pandey,AIML
AIML-C_V,AIML,C,V,CR-135,theory,64,AI-508,Systems,3,AIML,False,Dr. Diya Pandey,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-604,Structures,3,AIML,False,Dr. Diya Yadav,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-601,Engineering,4,AIML,False,Prof. Krishna Khan,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-601L,Engineering Lab,2,AIML,True,Dr. Aditya Yadav,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-608,Dynamics,3,AIML,False,Prof. Ayaan Patel,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-603,Engineering,4,AIML,False,Prof. Arjun Patel,AIML
AIML-C_VI,AIML,C,VI,CR-135,theory,64,AI-603L,Engineering Lab,2,AIML,True,Prof. Ayaan Patel,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-7012,Theory,3,AIML,False,Dr. Diya Sharma,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-7012L,Theory Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-707,Engineering,3,AIML,False,Dr. Diya Sharma,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-707L,Engineering Lab,2,AIML,True,Prof. Aditya Verma,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-709,Applications,3,AIML,False,Dr. Aarav Gupta,AIML
AIML-C_VII,AIML,C,VII,CR-135,theory,64,AI-709L,Applications Lab,2,AIML,True,Dr. Pari Singh,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-805,Programming,3,AIML,False,Dr. Pari Singh,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-803,Theory,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-803L,Theory Lab,2,AIML,True,Prof. Ayaan Patel,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-801,Fundamentals,3,AIML,False,Dr. Fatima Khan,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-809,Engineering,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-C_VIII,AIML,C,VIII,CR-135,theory,64,AI-8010,Design,3,AIML,False,Prof. Saanvi Kumar,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-1010,Systems,3,AIML,False,Prof. Krishna Khan,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-1010L,Systems Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-108,Fundamentals,4,AIML,False,Dr. Diya Pandey,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-109,Principles,4,AIML,False,Prof. Arjun Patel,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-109L,Principles Lab,2,AIML,True,Prof. Ayaan Patel,AIML
AIML-D_I,AIML,D,I,CR-154,theory,67,AI-104,Principles,3,AIML,False,Dr. Pari Singh,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-2011,Engineering,4,AIML,False,Prof. Krishna Khan,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-2011L,Engineering Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-204,Principles,3,AIML,False,Prof. Saanvi Kumar,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-204L,Principles Lab,2,AIML,True,Dr. Pari Khan,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-202,Principles,3,AIML,False,Dr. Pari Khan,AIML
AIML-D_II,AIML,D,II,CR-154,theory,67,AI-202L,Principles Lab,2,AIML,True,Dr. Pari Singh,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-305,Design,4,AIML,False,Dr. Pari Khan,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-302,Engineering,4,AIML,False,Prof. Arjun Patel,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-302L,Engineering Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-306,Programming,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-306L,Programming Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-D_III,AIML,D,III,CR-154,theory,67,AI-303,Fundamentals,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-405,Design,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-407,Structures,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-407L,Structures Lab,2,AIML,True,Prof. Aditya Verma,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-404,Theory,3,AIML,False,Dr. Pari Khan,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-404L,Theory Lab,2,AIML,True,Dr. Fatima Khan,AIML
AIML-D_IV,AIML,D,IV,CR-154,theory,67,AI-4010,Principles,4,AIML,False,Dr. Diya Pandey,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-507,Programming,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-5012,Analysis,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-504,Engineering,4,AIML,False,Dr. Pari Singh,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-508,Systems,3,AIML,False,Prof. Aditya Verma,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-508L,Systems Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-D_V,AIML,D,V,CR-154,theory,67,AI-503,Fundamentals,4,AIML,False,Dr. Diya Pandey,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-604,Structures,3,AIML,False,Prof. Aditya Verma,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-607,Programming,3,AIML,False,Prof. Aditya Verma,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-607L,Programming Lab,2,AIML,True,Prof. Arjun Patel,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-603,Engineering,4,AIML,False,Dr. Diya Pandey,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-603L,Engineering Lab,2,AIML,True,Dr. Aditya Yadav,AIML
AIML-D_VI,AIML,D,VI,CR-154,theory,67,AI-605,Programming,3,AIML,False,Dr. Aarav Gupta,AIML
AIML-D_VII,AIML,D,VII,CR-154,theory,67,AI-709,Applications,3,AIML,False,Prof. Aditya Verma,AIML
AIML-D_VII,AIML,D,VII,CR-154,theory,67,AI-709L,Applications Lab,2,AIML,True,Dr. Diya Pandey,AIML
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-101,Analysis,3,ECE,False,Dr. Ishaan Nath,ECE
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-101L,Analysis Lab,2,ECE,True,Prof. Priya Joshi,ECE
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-108,Programming,4,ECE,False,Prof. Ananya Mishra,ECE
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-1012,Fundamentals,4,ECE,False,Dr. Aarav Khan,ECE
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-1012L,Fundamentals Lab,2,ECE,True,Dr. Kiara Kumar,ECE
ECE-A_I,ECE,A,I,CR-121,theory,60,EC-105,Structures,4,ECE,False,Prof. Aditya Khan,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-206,Theory,3,ECE,False,Prof. Sai Patel,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-203,Systems,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-203L,Systems Lab,2,ECE,True,Dr. Fatima Iyer,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-2012,Dynamics,3,ECE,False,Dr. Ishaan Nath,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-2012L,Dynamics Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-A_II,ECE,A,II,CR-121,theory,60,EC-204,Engineering,4,ECE,False,Dr. Pari Patel,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-304,Theory,4,ECE,False,Prof. Kiara Patel,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-306,Analysis,4,ECE,False,Dr. Kiara Kumar,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-305,Design,4,ECE,False,Prof. Kiara Patel,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-3012,Applications,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-309,Systems,4,ECE,False,Prof. Aarav Mishra,ECE
ECE-A_III,ECE,A,III,CR-121,theory,60,EC-309L,Systems Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-406,Systems,4,ECE,False,Prof. Diya Singh,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-401,Fundamentals,3,ECE,False,Prof. Aarav Gupta,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-401L,Fundamentals Lab,2,ECE,True,Prof. Ananya Mishra,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-405,Principles,4,ECE,False,Prof. Kiara Patel,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-407,Theory,3,ECE,False,Dr. Kiara Kumar,ECE
ECE-A_IV,ECE,A,IV,CR-121,theory,60,EC-4011,Theory,3,ECE,False,Prof. Sai Patel,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-507,Engineering,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-5011,Programming,3,ECE,False,Prof. Kiara Patel,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-5011L,Programming Lab,2,ECE,True,Prof. Ananya Mishra,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-509,Programming,3,ECE,False,Dr. Fatima Iyer,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-509L,Programming Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-A_V,ECE,A,V,CR-121,theory,60,EC-5012,Engineering,4,ECE,False,Prof. Priya Joshi,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-601,Systems,3,ECE,False,Prof. Aarav Gupta,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-601L,Systems Lab,2,ECE,True,Prof. Aarav Gupta,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-603,Design,3,ECE,False,Prof. Aditya Khan,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-603L,Design Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-604,Engineering,3,ECE,False,Prof. Sai Patel,ECE
ECE-A_VI,ECE,A,VI,CR-121,theory,60,EC-605,Theory,3,ECE,False,Prof. Diya Singh,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-708,Analysis,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-707,Structures,4,ECE,False,Dr. Kiara Kumar,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-707L,Structures Lab,2,ECE,True,Dr. Pari Patel,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-709,Design,3,ECE,False,Dr. Kiara Kumar,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-701,Engineering,4,ECE,False,Prof. Diya Singh,ECE
ECE-A_VII,ECE,A,VII,CR-121,theory,60,EC-7010,Applications,3,ECE,False,Prof. Aarav Mishra,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-808,Analysis,3,ECE,False,Prof. Ananya Mishra,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-808L,Analysis Lab,2,ECE,True,Prof. Kiara Patel,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-809,Dynamics,3,ECE,False,Prof. Priya Joshi,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-809L,Dynamics Lab,2,ECE,True,Prof. Aarav Gupta,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-807,Principles,4,ECE,False,Prof. Kiara Patel,ECE
ECE-A_VIII,ECE,A,VIII,CR-121,theory,60,EC-807L,Principles Lab,2,ECE,True,Prof. Kiara Patel,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-101,Analysis,3,ECE,False,Dr. Aarav Khan,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-101L,Analysis Lab,2,ECE,True,Prof. Aarav Mishra,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-109,Analysis,3,ECE,False,Prof. Kiara Patel,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-1010,Fundamentals,3,ECE,False,Dr. Aarav Khan,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-103,Theory,3,ECE,False,Dr. Pari Patel,ECE
ECE-B_I,ECE,B,I,CR-143,theory,58,EC-103L,Theory Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-207,Dynamics,3,ECE,False,Dr. Aarav Khan,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-207L,Dynamics Lab,2,ECE,True,Dr. Fatima Iyer,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-2011,Dynamics,4,ECE,False,Dr. Fatima Iyer,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-2011L,Dynamics Lab,2,ECE,True,Prof. Priya Joshi,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-203,Systems,3,ECE,False,Dr. Pari Patel,ECE
ECE-B_II,ECE,B,II,CR-143,theory,58,EC-203L,Systems Lab,2,ECE,True,Prof. Sai Patel,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-301,Design,4,ECE,False,Dr. Kiara Kumar,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-3011,Design,3,ECE,False,Dr. Pari Patel,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-309,Systems,4,ECE,False,Prof. Aarav Gupta,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-309L,Systems Lab,2,ECE,True,Dr. Pari Patel,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-303,Structures,4,ECE,False,Dr. Pari Patel,ECE
ECE-B_III,ECE,B,III,CR-143,theory,58,EC-306,Analysis,4,ECE,False,Prof. Priya Joshi,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-401,Fundamentals,3,ECE,False,Prof. Aarav Gupta,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-401L,Fundamentals Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-4012,Structures,4,ECE,False,Prof. Sai Patel,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-406,Systems,4,ECE,False,Prof. Aarav Gupta,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-402,Analysis,4,ECE,False,Prof. Ananya Mishra,ECE
ECE-B_IV,ECE,B,IV,CR-143,theory,58,EC-407,Theory,3,ECE,False,Prof. Aarav Mishra,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-5012,Engineering,4,ECE,False,Prof. Kiara Patel,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-507,Engineering,3,ECE,False,Prof. Aditya Khan,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-506,Dynamics,3,ECE,False,Prof. Diya Singh,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-506L,Dynamics Lab,2,ECE,True,Prof. Ananya Mishra,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-508,Design,4,ECE,False,Prof. Aditya Khan,ECE
ECE-B_V,ECE,B,V,CR-143,theory,58,EC-504,Principles,4,ECE,False,Dr. Ishaan Nath,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-605,Theory,3,ECE,False,Dr. Kiara Kumar,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-605L,Theory Lab,2,ECE,True,Dr. Reyansh Khan,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-609,Theory,3,ECE,False,Dr. Pari Patel,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-606,Fundamentals,4,ECE,False,Prof. Aarav Gupta,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-604,Engineering,3,ECE,False,Dr. Pari Patel,ECE
ECE-B_VI,ECE,B,VI,CR-143,theory,58,EC-6010,Systems,4,ECE,False,Dr. Pari Patel,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-704,Structures,4,ECE,False,Prof. Priya Joshi,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-704L,Structures Lab,2,ECE,True,Dr. Kiara Kumar,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-7011,Fundamentals,3,ECE,False,Prof. Diya Singh,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-7011L,Fundamentals Lab,2,ECE,True,Dr. Aarav Khan,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-702,Theory,3,ECE,False,Dr. Reyansh Khan,ECE
ECE-B_VII,ECE,B,VII,CR-143,theory,58,EC-709,Design,3,ECE,False,Prof. Priya Joshi,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-808,Analysis,3,ECE,False,Dr. Aarav Khan,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-808L,Analysis Lab,2,ECE,True,Dr. Aarav Khan,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-8012,Structures,4,ECE,False,Prof. Diya Singh,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-8012L,Structures Lab,2,ECE,True,Prof. Diya Singh,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-8011,Principles,3,ECE,False,Dr. Aarav Khan,ECE
ECE-B_VIII,ECE,B,VIII,CR-143,theory,58,EC-8011L,Principles Lab,2,ECE,True,Dr. Ishaan Nath,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-1012,Fundamentals,4,ECE,False,Prof. Priya Joshi,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-1012L,Fundamentals Lab,2,ECE,True,Dr. Kiara Kumar,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-104,Design,4,ECE,False,Prof. Aarav Mishra,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-105,Structures,4,ECE,False,Prof. Kiara Patel,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-105L,Structures Lab,2,ECE,True,Prof. Aditya Khan,ECE
ECE-C_I,ECE,C,I,CR-051,theory,64,EC-102,Theory,4,ECE,False,Prof. Priya Joshi,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-207,Dynamics,3,ECE,False,Prof. Diya Singh,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-207L,Dynamics Lab,2,ECE,True,Prof. Priya Joshi,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-208,Principles,4,ECE,False,Dr. Aarav Khan,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-203,Systems,3,ECE,False,Dr. Fatima Iyer,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-203L,Systems Lab,2,ECE,True,Dr. Reyansh Khan,ECE
ECE-C_II,ECE,C,II,CR-051,theory,64,EC-2012,Dynamics,3,ECE,False,Prof. Aarav Mishra,ECE
